epoch,lr,step,train_loss,train_energy_mae,train_energy_mse,train_energy_per_atom_mae,train_energy_per_atom_mse,train_gradient_force_mae,train_gradient_force_mse,val_loss,val_energy_mae,val_energy_mse,val_energy_per_atom_mae,val_energy_per_atom_mse,val_gradient_force_mae,val_gradient_force_mse,test_loss,test_energy_mae,test_energy_mse,test_energy_per_atom_mae,test_energy_per_atom_mse,test_gradient_force_mae,test_gradient_force_mse,best_model
56,0.0001,414390.0,0.2045503765815382,0.05648928786488117,0.006606958684950219,0.004223875123233795,3.816545030757095e-05,0.039751025718031366,0.003958868357931765,0.47941291367589633,0.07546982047417998,0.012509390621456846,0.005278965517026436,7.287476466275791e-05,0.05129006872012389,0.009338070461088798,,,,,,,,
57,0.0001,421660.0,0.20512086333792792,0.0562278190374165,0.006571108900974732,0.004204971612184092,3.800834100072866e-05,0.03974480309386077,0.00397099508873907,0.5290454561982154,0.09938443821559342,0.01915903368418965,0.007094826081406654,0.00011302394424800642,0.054590248619349364,0.010197728450280514,,,,,,,,
58,0.0001,428930.0,0.20387808416044234,0.05601306143426238,0.0065180427030931375,0.0041887387066197644,3.762804682289914e-05,0.03965394757418972,0.003947200829146974,0.4930488072946293,0.06925458199141454,0.012518928451468191,0.004922059482059908,7.197551788483e-05,0.05242052973800414,0.009610597576863226,,,,,,,,
59,0.0001,436200.0,0.2008359673033138,0.055498684997292956,0.006406801430988647,0.004148487392727119,3.6996605837488144e-05,0.03942881345003544,0.0038885833174465167,0.4647051295733972,0.06530877981687473,0.011078363307898822,0.004657903038731387,6.509462044730936e-05,0.0501327802523611,0.009072535325309964,,,,,,,,
60,0.0001,443470.0,0.20241292438126884,0.055751921701326236,0.006470858836002387,0.004167379722269246,3.7294907673926416e-05,0.039519026369286975,0.003918841310905353,0.4718855957801821,0.06711599926504995,0.011611598654285363,0.004794091754813074,6.861236449563367e-05,0.05046915096219412,0.009205479942517936,0.5909293570415847,0.07141803643749035,0.013733388436131286,0.005561612149232119,8.203740492949507e-05,0.05829872367974973,0.011543919372109067,
61,0.0001,450740.0,0.1992935636490479,0.055437459756884064,0.006383092676931814,0.004142960593537827,3.678166448912779e-05,0.0393192046587697,0.003858209419442312,0.4735269873239133,0.0684730287941611,0.010832329799073876,0.00482384797509567,6.243859478791568e-05,0.05092769514618615,0.009253893150496793,,,,,,,,
62,0.0001,458010.0,0.19979445102276053,0.055291407288899,0.00639989901319074,0.004132905542285579,3.682491687970647e-05,0.03929748167225447,0.0038678910401913976,0.4732861239056438,0.06734791568679745,0.011117754569041183,0.004742149992811642,6.416877110221355e-05,0.05075081904701527,0.00924336738673205,,,,,,,,
63,0.0001,465280.0,0.19789516913467106,0.05478275570613234,0.00625052650657532,0.004099488012134708,3.628529069025303e-05,0.03916752485089753,0.003832892852561941,0.5246398041057175,0.08395430955602076,0.01446019441667663,0.0057986468384717185,8.131831525249178e-05,0.05475384790357355,0.010203592193780826,,,,,,,,
64,0.0001,472550.0,0.19648544057649753,0.054917095665134225,0.006238268946091738,0.004106245689049863,3.6144516663428435e-05,0.03903560042313771,0.0038049434326081107,0.4803435336152992,0.07697790642797768,0.012344407660269438,0.005381189742956529,6.924419090473134e-05,0.05128482486124612,0.009359982519100592,,,,,,,,
65,0.0001,479820.0,0.1936555366226174,0.05448094731857974,0.006123054286017607,0.004072945970684393,3.5401059526327446e-05,0.03886510573582191,0.0037506496467319926,0.4814312924035426,0.06759603331937798,0.01114787492279201,0.004786445820390837,6.498152057361677e-05,0.05105511318222751,0.009405668349615013,,,,,,,,
66,0.0001,487090.0,0.19599417771419694,0.05454339063391725,0.006186763950016058,0.004078264315357813,3.5763262925744e-05,0.03900892287169627,0.003796148275283622,0.46491303190317335,0.06758982339822454,0.012291632289479808,0.004816383286871427,7.308605637673386e-05,0.049958132507395246,0.00905242799227387,,,,,,,,
67,0.0001,494360.0,0.19336392381512127,0.05429018159855041,0.00611298456226834,0.004057568879814773,3.530747695983016e-05,0.03878671474299095,0.0037450187850570646,0.46480624916787133,0.06659782347389692,0.01085181561734042,0.004708033763574475,6.354318434107117e-05,0.05038721866436537,0.009079088671010626,,,,,,,,
68,0.0001,501630.0,0.19298314642980913,0.05442440317826304,0.006116765618738804,0.0040662932916340315,3.529258873511373e-05,0.038738806208218436,0.0037373276162213902,0.4690163013865181,0.07359445124806743,0.011646216489799643,0.005154569276087106,6.647705279116161e-05,0.050350760850756494,0.009147401697934368,,,,,,,,
69,0.0001,508900.0,0.19209258148394653,0.054189092941744316,0.006076541219435646,0.004050518941247943,3.5083005684703735e-05,0.038654019963660545,0.003720320805290234,0.48201099918462365,0.07427352314789436,0.013112124645953117,0.005271034519517096,7.584268873945602e-05,0.05112642266002292,0.009377977490773414,,,,,,,,
70,0.0001,516170.0,0.19244136861160085,0.0540389804532139,0.006063950730089854,0.004039046280788672,3.499658790091332e-05,0.038653737617155154,0.0037275483576302056,0.4878418591230319,0.07645545555328966,0.013202649304838587,0.005308094487413774,7.308581884817049e-05,0.05169965965415159,0.009492784196363875,0.6082756138232335,0.0737368288025633,0.01448408890475774,0.005659569789420237,8.373680267293657e-05,0.0595580792874203,0.01187583049836952,
71,0.0001,523440.0,0.1916002249160341,0.053641968248349645,0.006023011293211969,0.004010190620531201,3.47698415167887e-05,0.03856283791946578,0.0037115442724564435,0.46671417905145657,0.0698627540001505,0.010970991845801999,0.004877125997229167,6.300437635443996e-05,0.05029344421433712,0.009114863744113093,,,,,,,,
72,0.0001,530710.0,0.18891795469034975,0.053898149391739016,0.005984164451938084,0.004025632096558461,3.443942620364861e-05,0.038419262752286236,0.0036586758047682352,0.46861120698374886,0.0708875431686974,0.012425486386797089,0.004957469650290142,7.00085670615522e-05,0.05018580921395862,0.009123714411939038,,,,,,,,
73,0.0001,537980.0,0.1938163764738845,0.05381182203650598,0.006114389593415802,0.0040239381613602025,3.5318688084590184e-05,0.03857534605790478,0.0037540397376093796,0.4713785974160154,0.06545348167924016,0.010944292517156595,0.0046700808469433116,6.589912722613872e-05,0.051033584714760404,0.009208686097977174,,,,,,,,
74,0.0001,545250.0,0.1864078294374347,0.05285570108839518,0.005789516278856195,0.003950593157301945,3.3411811120504844e-05,0.03827813602303504,0.003612366263171544,0.4695893301497564,0.07295230468777344,0.011346737298173825,0.005034980840665166,6.318375739410702e-05,0.05058745697025605,0.00916485185703165,,,,,,,,
75,0.0001,552520.0,0.19039447253878375,0.05320857038686949,0.005959105074543492,0.003981195055170216,3.4635079157589564e-05,0.03838258723361332,0.0036887073492847984,0.46503223975244035,0.06833071139220785,0.010881733486545893,0.004815126286533281,6.334194672171554e-05,0.05005377509939921,0.0090830101253179,,,,,,,,
76,7e-05,559790.0,0.17227714627255014,0.04878733222370748,0.005102079096762341,0.0036442110261347407,2.9289626671555743e-05,0.0366479819191237,0.003343501343515768,0.4653114234812238,0.05968261274642158,0.009556623542151093,0.004203601280769553,5.4683259124753716e-05,0.049688941003219765,0.009115095998781454,,,,,,,,
77,7e-05,567060.0,0.16995867589385869,0.048741222273439085,0.0050358244910615685,0.003641613947117148,2.9006345205718526e-05,0.03649512090294496,0.0032984570280559433,0.47033507882721176,0.06815529754495053,0.010730339433039367,0.0047661316713144865,6.035617670640074e-05,0.05013941734476709,0.009192094787883453,,,,,,,,
78,7e-05,574330.0,0.16953546908102288,0.04847963521465524,0.005015884296434366,0.0036226791152130346,2.88396191776693e-05,0.036453640767576366,0.0032903916956917665,0.47178315628335254,0.06409089803195651,0.010429951091881984,0.004515859360287548,5.9844576790891e-05,0.050452199626158024,0.009227064103829407,,,,,,,,
79,7e-05,581600.0,0.17008747619997658,0.048664018376033194,0.00501998771298745,0.0036382781492668103,2.899037923311513e-05,0.03649541037076689,0.0033013497697397557,0.4582512539246282,0.06196190695028245,0.009939045641189796,0.0044073047141898,5.9485332235430116e-05,0.049471371953778584,0.008966244165668779,,,,,,,,
80,7e-05,588870.0,0.16821146483336372,0.04813773135298174,0.004932524474823506,0.0035962722097415117,2.8383477445730604e-05,0.03629479769940387,0.003265578807170798,0.4575788029508936,0.05876499477999596,0.009316591223605479,0.004178121059403707,5.444929747056971e-05,0.04918676100606517,0.008965244234545767,0.5823095037572065,0.06453108930615922,0.011867557079259556,0.0050360170228637875,7.026592444335298e-05,0.05738182282764041,0.01140883893355894,True
81,7e-05,596140.0,0.1674742730874463,0.04831831240751391,0.004936212596678567,0.00360957854593971,2.839068285908107e-05,0.03624880824202913,0.0032507612098153543,0.4866644788210173,0.08854734594311889,0.014672650586946804,0.006065969414503246,7.730320160302942e-05,0.05109018180314523,0.009439836564681408,,,,,,,,
82,7e-05,603410.0,0.16580782655260315,0.0477152127407375,0.004852924668869363,0.0035663139978638317,2.794276125826052e-05,0.036137243694044294,0.0032190980376746864,0.4546491914605009,0.06935714847825733,0.01045967438590917,0.004819410674093046,5.929234916573055e-05,0.049223527209163266,0.008883790341491839,,,,,,,,
83,7e-05,610680.0,0.168815491717078,0.04818049430796135,0.004966147072686457,0.0035996569235326836,2.856216222740432e-05,0.036253173168650926,0.00327698689288784,0.46612090579562043,0.061751604523212045,0.009862755089741748,0.00435715565407515,5.746965210612631e-05,0.049734459946142305,0.009125163014117577,,,,,,,,
84,7e-05,617950.0,0.16597213959122417,0.047710497926388144,0.00486214830893066,0.0035658925106477365,2.801816710999194e-05,0.03610121698498318,0.0032221998256458644,0.461989582593827,0.05769440329845342,0.009300228191807506,0.004096148726236084,5.488030327872667e-05,0.04939939212436206,0.009053787088040393,,,,,,,,
85,7e-05,625220.0,0.16419638228840017,0.04748566915283837,0.004779379222405746,0.0035480383535848,2.7497300745658643e-05,0.035985781177648966,0.003188340061319892,0.4627501025180868,0.06215718868762491,0.009859853358354063,0.004417194595878895,5.775855652549927e-05,0.049686759749197604,0.009057804983194655,,,,,,,,
