epoch,lr,step,train_loss,train_energy_mae,train_energy_mse,train_energy_per_atom_mae,train_energy_per_atom_mse,train_gradient_force_mae,train_gradient_force_mse,val_loss,val_energy_mae,val_energy_mse,val_energy_per_atom_mae,val_energy_per_atom_mse,val_gradient_force_mae,val_gradient_force_mse,test_loss,test_energy_mae,test_energy_mse,test_energy_per_atom_mae,test_energy_per_atom_mse,test_gradient_force_mae,test_gradient_force_mse,best_model
86,7e-05,632490.0,0.1658019535302248,0.04763976424445814,0.004847850513870471,0.0035628691913215434,2.8034011612026536e-05,0.03605668139087581,0.003219082060327095,0.4587545532279084,0.06162809253414682,0.009613062813664246,0.004339171992365022,5.582360372317673e-05,0.04910971775372343,0.008982829808284878,,,,,,,,
87,7e-05,639760.0,0.16391825773912463,0.047519771307021064,0.0047842599103556215,0.0035509351513310964,2.754480650384327e-05,0.03591187523050127,0.0031826799565753904,0.46003785260581936,0.059777310754056935,0.009355216925422443,0.00425136431766207,5.45982590268736e-05,0.049094790942766385,0.009013652713607932,,,,,,,,
88,7e-05,647030.0,0.1636205357358165,0.04741068571741009,0.0047680014209435075,0.0035432062456047173,2.744897989118779e-05,0.03588614141442214,0.0031770506862974675,0.4617132156293802,0.06803028130107058,0.010118465577361948,0.004776802822279476,5.7819722724773484e-05,0.04919112323330967,0.009031895001040364,,,,,,,,
89,7e-05,654300.0,0.16323642157597315,0.0474003517598944,0.004770368718278492,0.003540496781823163,2.7466943660876573e-05,0.03582942612779125,0.003169321057153921,0.4632687865535193,0.06042185766279861,0.009750802286585855,0.004287827228726308,5.641082503648948e-05,0.049606891088755774,0.009070359685338663,,,,,,,,
90,7e-05,661570.0,0.1632334148812664,0.04704692665156642,0.004723345405501374,0.00351476066292354,2.7177418861346518e-05,0.035826639098720185,0.0031702013895152786,0.4595481507941789,0.061973323424066036,0.009978771778557513,0.00435877524412227,5.6945820312046986e-05,0.04931177463836095,0.008991387580312423,0.5847412817422774,0.06518296932519106,0.012218643728635318,0.005058286000138327,7.169278199674819e-05,0.057482958250874586,0.011450452760272841,
91,7e-05,668840.0,0.1630357599620273,0.04725330276585695,0.004747278859588951,0.0035325411004055556,2.7379002812630466e-05,0.035799867460433794,0.003165769622048752,0.4621648286949082,0.06301345244700103,0.009618376103874038,0.004438077294029092,5.622715105440025e-05,0.04944504833832801,0.009050929051820682,,,,,,,,
92,7e-05,676110.0,0.16425349767201303,0.04754837851456554,0.004827924902729885,0.003551879428831615,2.7763783366362695e-05,0.03580988997005171,0.003188511455385648,0.46135046768532745,0.06547501533127639,0.010357966427366189,0.004643769125616811,5.966752927083568e-05,0.04924914702202784,0.009019850025159227,,,,,,,,
93,7e-05,683380.0,0.16156361470767638,0.047061588536902385,0.004682481796057662,0.0035150784694979766,2.6908541690738896e-05,0.03567833530937856,0.0031376226582323754,0.4523376790882314,0.05882275441459627,0.009460736097339764,0.00415272220393253,5.440000376756427e-05,0.04895682107801096,0.00885753885981783,,,,,,,,
94,7e-05,690650.0,0.1612036533461739,0.046993197438514725,0.004683391639058346,0.003510058976224229,2.6919857156985e-05,0.035622416591655465,0.0031304052341423138,0.4631270561127115,0.07006633270750212,0.010320306970366736,0.004882029009695418,5.814670827268746e-05,0.049170841960242524,0.009056134982846898,,,,,,,,
95,7e-05,697920.0,0.16263850029736057,0.04701561988955454,0.004703141301357505,0.0035119202903219618,2.7039276561112624e-05,0.03568881500871362,0.0031587071799200543,0.45712343733068306,0.06056580517690421,0.009657847412675892,0.004315751060229972,5.734345734186834e-05,0.04905271966088355,0.008949311798360152,,,,,,,,
96,7e-05,705190.0,0.16189876305191175,0.04680105797762843,0.004673615208807971,0.0034959009940427163,2.6842299861037854e-05,0.03559253105561719,0.0031445029568620926,0.4582424123407962,0.06233642777833248,0.009466864656319813,0.004403551495959203,5.500151207439658e-05,0.04895473044625874,0.00897551095368953,,,,,,,,
97,7e-05,712460.0,0.16649663848197693,0.04736595916911108,0.0049382475129728055,0.003538993002917021,2.833668646515172e-05,0.03586226307970998,0.0032311678193800908,0.46498566644521394,0.06335019833255502,0.010167197628112036,0.004452418681525638,5.85368161262007e-05,0.04951408355699167,0.00909636937634203,,,,,,,,
98,7e-05,719730.0,0.15866001347870995,0.04622292633041554,0.00453898094555556,0.0034537305883354926,2.6116996832813483e-05,0.035368108323903615,0.0030824206506630896,0.4616328234131136,0.06526584950995097,0.010133027535192081,0.004566559080984139,5.8602348031971487e-05,0.049228622742100527,0.00902999591755843,,,,,,,,
99,7e-05,727000.0,0.15917877362698146,0.04639050799390546,0.004584773492145766,0.0034663129962709456,2.6385063065997448e-05,0.03542748039050532,0.0030918800026967087,0.46242658609342213,0.057917149818640365,0.009058926267235605,0.004110930749785081,5.358732055495993e-05,0.04942484064865899,0.009067353196523732,,,,,,,,
100,7e-05,734270.0,0.1582783318615206,0.04632769574759678,0.004559264978871291,0.0034612657257162764,2.6226011678571788e-05,0.03539144548278364,0.0030743813376529878,0.4648764528322503,0.05792679425018303,0.008994476416690659,0.004103232229059282,5.181375631426594e-05,0.049338394064233675,0.009117639528311194,0.5905207733733624,0.06257846136023476,0.011454011313785067,0.004858481645607052,6.668652063249787e-05,0.05764148938766818,0.01158133524119154,
101,7e-05,741540.0,0.1585792136262791,0.04632721776686245,0.0045351838419982,0.003461672822497292,2.609858763960051e-05,0.035352740930943746,0.0030808805956855853,0.465966169929928,0.05853688309834722,0.009052686332439148,0.00414086621232024,5.3421627418616867e-05,0.049374400027352765,0.009138269671949775,,,,,,,,
102,7e-05,748810.0,0.15796178796186622,0.046268770536946995,0.004535662836876337,0.003456775507366406,2.6099324696680962e-05,0.035305336183292485,0.0030685225024998145,0.4602450895636562,0.0574098563437118,0.008934023959439348,0.004069362549467084,5.26621972147982e-05,0.04898553146312832,0.009026221312084337,,,,,,,,
103,7e-05,756080.0,0.15989127073109707,0.04644114196793404,0.004593684542334684,0.0034712859298715853,2.652864229503245e-05,0.03542784772663964,0.0031059517237752837,0.4514843936592446,0.061359141836722655,0.009624121825872632,0.004303112364689216,5.6379579792476965e-05,0.048806968149253345,0.008837205436667434,,,,,,,,
104,7e-05,763350.0,0.15965309230630562,0.04635691827694259,0.004597764290871135,0.003464786308694921,2.65533064526848e-05,0.03534711163662984,0.003101106560308689,0.46332071255015006,0.09076015001025231,0.013772145053995963,0.006131753764070593,7.09739269030533e-05,0.04913000103639572,0.00899097134992309,,,,,,,,
105,7e-05,770620.0,0.1572812054574107,0.04622890188310779,0.004534530160039083,0.0034549073428126005,2.6155007207406577e-05,0.03523709390747755,0.0030549335059474212,0.4578977153268852,0.06226021708327793,0.010215150892504429,0.004380637262752447,5.928622232877766e-05,0.04880742470133385,0.008953651288687607,,,,,,,,
106,7e-05,777890.0,0.15708408678145463,0.04614242502909986,0.004516322614141549,0.0034469743947538,2.5987614945945064e-05,0.03517974906964801,0.0030513552833462618,0.4592402284401982,0.061336213738725484,0.009507273540750922,0.004311652286261324,5.487420997106551e-05,0.04896177431993601,0.00899465909798895,,,,,,,,
107,7e-05,785160.0,0.15615791572558418,0.04606549934857272,0.004489343195287813,0.003440973872157335,2.5833362915454688e-05,0.03518099298097498,0.003033371450605949,0.46564268534105535,0.06362776710425651,0.010442262289881,0.004501252225429147,6.015692688526375e-05,0.04948007532492807,0.009104008461023482,,,,,,,,
108,7e-05,792430.0,0.15624753715042916,0.04600873594851608,0.0044917497384058674,0.0034358805290621314,2.5769434418500196e-05,0.03516270861628124,0.0030351157482404623,0.4681109797960415,0.06073794795765904,0.009543625651620199,0.00430680696717138,5.741794393997569e-05,0.04943309011190783,0.009171347082888425,,,,,,,,
109,7e-05,799700.0,0.15614943479095905,0.04580253814181524,0.0044594345230899455,0.0034226059870953456,2.5665247577701012e-05,0.0350679527190264,0.0030338000053573744,0.458403762965434,0.057800840968657695,0.009151109856697745,0.004088443246702308,5.305850454186631e-05,0.04913051126678508,0.008985053062174723,,,,,,,,
110,7e-05,806970.0,0.15528700501859774,0.04542328240938137,0.004397051205335041,0.003395801767177028,2.5387376806252622e-05,0.03502356907790324,0.0030177990762652596,0.46351513858967197,0.06292984002360233,0.009983968953746418,0.0044339262837330235,5.736222693871694e-05,0.049138983453447305,0.009070623392718505,0.5927962217317959,0.0685172645594647,0.012589647864531307,0.00526755110822272,7.314800857912395e-05,0.057487483351635685,0.011604131477345288,
111,7e-05,814240.0,0.15471052901383556,0.04578423582389344,0.00443293182715113,0.003420283150964523,2.5505548143949105e-05,0.034955272037255944,0.003005551943733692,0.4546795145286531,0.059511120938735264,0.009667848583776,0.00423573973346821,5.702367015725213e-05,0.048926724323158616,0.008900233318897544,,,,,,,,
112,7e-05,821510.0,0.15632963997563284,0.04593323474258402,0.00449470602845024,0.0034316525098242847,2.5847986924978734e-05,0.03506644730021226,0.003036698678943652,0.4645057610069301,0.07146784274122837,0.011616714770178393,0.004947605606019857,6.425474794638019e-05,0.04933586538324275,0.009057780924735036,,,,,,,,
113,7e-05,828780.0,0.15422094276874823,0.04544158677720084,0.004390129837908458,0.003397152671513135,2.5293664756541693e-05,0.03491873656478316,0.0029966162586167904,0.4608300146549371,0.06516549778052895,0.009876210061634012,0.004577357340475336,5.7461845783420226e-05,0.04928630789650751,0.009019076091866068,,,,,,,,
114,7e-05,836050.0,0.1539207957198369,0.04569671556076197,0.004407635871233943,0.003413924858721871,2.539879588191138e-05,0.03489294758084184,0.0029902631969720606,0.4699058617484273,0.061464305716649265,0.009539401859650331,0.004360308637711301,5.6600854447482224e-05,0.04939008795264095,0.00920732919777554,,,,,,,,
115,7e-05,843320.0,0.15387802823800237,0.04568557796792789,0.004407335902097996,0.003412257547653186,2.532600711857023e-05,0.03487843858965947,0.002989413846718084,0.4678031998778084,0.05979313235269817,0.009753749731485855,0.00424135387399822,5.828981759946235e-05,0.04953369681647354,0.009160989002926452,,,,,,,,
116,7e-05,850590.0,0.1525069060615864,0.04510810671374468,0.004311077055814438,0.003370500288126604,2.48275324651891e-05,0.034750332403718394,0.00296391658011544,0.4631074182091654,0.06225212231876149,0.009378530171505861,0.004372689393156637,5.398879887970655e-05,0.049065402321889426,0.00907457776075319,,,,,,,,
117,7e-05,857860.0,0.15344910861781344,0.04547656907068626,0.004365404185025578,0.00339867663547733,2.5171642863105465e-05,0.034827590506489384,0.002981674088655744,0.4572471764722286,0.06514190110815028,0.011105014536838249,0.004652218766212666,6.540621390468772e-05,0.0491680611556399,0.00892284323870781,,,,,,,,
118,7e-05,865130.0,0.15257826698041257,0.045559705821362484,0.004375219212785126,0.003402818457601716,2.5193827857092578e-05,0.03474191427040787,0.0029640609553525294,0.45936156476413437,0.05864398954623423,0.009177132587200555,0.0041672667276593175,5.480646509010038e-05,0.048831718602156224,0.009003688643538676,,,,,,,,
119,7e-05,872400.0,0.15350846501493878,0.04544668394695863,0.004367970152396259,0.003393773873390005,2.5056595578544977e-05,0.034791916937492395,0.0029828098972508365,0.5522831024618887,0.12201442583510688,0.023466458585662243,0.008061123610132233,0.00011055031701667824,0.05523531011752847,0.01057633287752452,,,,,,,,
120,4.899999999999999e-05,879670.0,0.14205520984411293,0.042151983415483894,0.0038666298396685013,0.0031494176902973573,2.220070221371913e-05,0.033619207413916205,0.0027637716000888804,0.46569762447686947,0.061394008177113185,0.00968249598169308,0.004348486506766923,5.6127511768874965e-05,0.0492708333285073,0.009120302569903527,0.590323126948246,0.06521876968957996,0.012091021082649103,0.005058846352261398,7.048525071424826e-05,0.05746369631213322,0.011564642117311934,
121,4.899999999999999e-05,886940.0,0.14422941267901376,0.042361452692123026,0.003939211967956162,0.0031638527699842196,2.2610916678131895e-05,0.03364275391640205,0.0028058040142211406,0.4754027423302067,0.06118921409242713,0.009108641690034542,0.004300954113088528,5.32597346035878e-05,0.049721639431425414,0.00932588201280344,,,,,,,,
122,4.899999999999999e-05,894210.0,0.14153595136048142,0.04195413857205417,0.0038232118160580375,0.0031341569318933445,2.193446694546044e-05,0.033514275003447135,0.0027542547908884496,0.46105818028403184,0.06129924446659807,0.009537539421226515,0.004307797000043972,5.5278062618299606e-05,0.048701252424386325,0.009030412817256106,,,,,,,,
123,4.899999999999999e-05,901480.0,0.14059858782800222,0.04199033478731878,0.003816802110940571,0.0031369309136408566,2.1948260290472133e-05,0.03346727893608639,0.0027356357143412343,0.4542373960539328,0.058505205563363125,0.008918586877173503,0.004133342453128993,5.2103563575788595e-05,0.04828767007051171,0.008906376183535184,,,,,,,,
124,4.899999999999999e-05,908750.0,0.14101546000145565,0.042014939321049646,0.003824722491441933,0.003139493184093315,2.2007812085186286e-05,0.03346096233598254,0.002743814750200256,0.45356679573943626,0.05628403745626076,0.009018064560510757,0.00399831236480498,5.242995934885324e-05,0.048125553863545056,0.008890974623578511,,,,,,,,
125,4.899999999999999e-05,916020.0,0.13996760534968755,0.041773519422489774,0.003783396281206941,0.0031205218468708354,2.1719427901336566e-05,0.033364230245010916,0.002723684181369614,0.4576114921022766,0.05960300966158085,0.008834394858160744,0.004197687929493919,5.118703120989414e-05,0.04827497183327318,0.00897554194488232,,,,,,,,
126,4.899999999999999e-05,923290.0,0.1402132675716944,0.04176715769006072,0.003783459010104107,0.0031219110272065306,2.1763682024712197e-05,0.03341799144393669,0.002728596171231793,0.46053618503122695,0.0563891044845064,0.008831360585843943,0.004018317551049139,5.322425708844635e-05,0.04845115940389998,0.00903409648890766,,,,,,,,
127,4.899999999999999e-05,930560.0,0.13895123704659057,0.041580039148875564,0.003749105036580311,0.003106166093787604,2.1539423062406967e-05,0.033323128040927116,0.0027040426402002173,0.4620638143964101,0.059389080506939654,0.008849406062772198,0.0041963984371178615,5.174721227058919e-05,0.048624539514671355,0.00906428816667277,,,,,,,,
128,4.899999999999999e-05,937830.0,0.14006931270870762,0.041818510689905344,0.00378731467451747,0.00312426656807687,2.1766909009618477e-05,0.033395880230301114,0.002725639960683806,0.4665128264725873,0.061459344492035994,0.00890168115361547,0.0043654901468643155,5.27027956158944e-05,0.04885525029620937,0.009152222906379438,,,,,,,,
129,4.899999999999999e-05,945100.0,0.13949199530863096,0.04174161560969785,0.0037600950924255236,0.0031177900622750537,2.1604830089055163e-05,0.033302538293480816,0.002714638004324106,0.4613757144008988,0.057452204349606344,0.008901414887416921,0.004076410467401528,5.201307275311231e-05,0.04837762322389392,0.009049485990269631,,,,,,,,
130,4.899999999999999e-05,952370.0,0.13873501003295408,0.04158264216445592,0.0037368103392498887,0.0031061695883574636,2.1465198479122503e-05,0.0332803444215621,0.0026999639938740734,0.4861798584890402,0.0603917793101702,0.009612453515685349,0.004284229606943858,5.7493755902214615e-05,0.050012712190833274,0.009531348099467095,0.6089985336245931,0.06390790264960637,0.011561043183469021,0.0049779955301468915,6.831745652378078e-05,0.058301135972573095,0.011948749808822481,
131,4.899999999999999e-05,959640.0,0.13938454180923293,0.041786997006511485,0.003778536192834712,0.003120594676549437,2.1650945891787037e-05,0.033333966568413836,0.002712120112327968,0.45809211855939236,0.05776864338565043,0.009194926722031907,0.004106144392622898,5.396234505718266e-05,0.04839038681974792,0.008977943836747212,,,,,,,,
132,4.899999999999999e-05,966910.0,0.13816298692899662,0.04130655296643222,0.0036989731729959964,0.00308612091112121,2.130147116355018e-05,0.03315097868172243,0.0026892802751200266,0.464490693749545,0.05700084820172853,0.008558091583242349,0.004029735502618201,5.047404866216961e-05,0.04864922449885285,0.00911865204332606,,,,,,,,
133,4.899999999999999e-05,974180.0,0.13901464836090474,0.041694123051103454,0.0037538721810035014,0.0031145380961453847,2.1594063049187914e-05,0.033257302979147856,0.0027052155235980243,0.4639048640109183,0.05976125352184795,0.009204450817219876,0.004185376584838848,5.239810389600376e-05,0.04868700857011012,0.009094008263873968,,,,,,,,
134,4.899999999999999e-05,981450.0,0.13920947655618762,0.04158391229957118,0.0037434806144677575,0.0031069981406658567,2.153704909993162e-05,0.033256519418012755,0.002709319918834391,0.4915894233930141,0.06331448579617162,0.00930188903168487,0.004443949691990092,5.4329583840466046e-05,0.05039525697291938,0.009645750687226583,,,,,,,,
135,4.899999999999999e-05,988720.0,0.1385115428216572,0.0415527916153669,0.003747120209421436,0.0031050331122096033,2.151154886162778e-05,0.03322748022808749,0.0026952884522447188,0.46227851626568567,0.07449022587090894,0.010745160998222482,0.005127350363602674,5.9235894454427454e-05,0.04838816429990756,0.009030667105349261,,,,,,,,
136,3.4299999999999993e-05,995990.0,0.13166031730980768,0.03925030175887365,0.0034255632081451413,0.002932983908161559,1.9673600180071064e-05,0.03239338281045568,0.002564695082033262,0.47217698391756385,0.05981455212682715,0.00901034716534219,0.004205696755775514,5.1300382519765524e-05,0.049339405127719616,0.009263332735044445,,,,,,,,
137,3.4299999999999993e-05,1003260.0,0.13114653219819158,0.03931431698317263,0.003415041572400101,0.0029364915823078346,1.9583566104009077e-05,0.03236960017394278,0.002554629812515829,0.45869353198436685,0.05605790515222117,0.008498192122842285,0.003966282404478539,4.978915427547671e-05,0.04813419715747287,0.009003906797230494,,,,,,,,
138,3.4299999999999993e-05,1010530.0,0.13122096228288674,0.03930304769956159,0.00342360971712195,0.0029358827125242773,1.963327395421016e-05,0.03235247580585466,0.0025559470513152934,0.46381644231329444,0.0677283808680787,0.009711892129623962,0.004688159364128442,5.4307289858908055e-05,0.048651760463385145,0.009082091003673408,,,,,,,,
139,3.4299999999999993e-05,1017800.0,0.1302861901482247,0.03908359243359991,0.0033784276965647666,0.0029204933535594137,1.940431081881962e-05,0.03224454058054694,0.002538155249033182,0.4655918137549101,0.0543411566236346,0.008110249237746623,0.003853297874762786,4.7715525806595224e-05,0.04841268714005077,0.00914963129034327,,,,,,,,
140,3.4299999999999993e-05,1025070.0,0.1311544530885988,0.039324964351480494,0.003416673679847491,0.0029381048711655832,1.9615420736600803e-05,0.032327435077596146,0.0025547555881750236,0.45976030727327477,0.05572019154550017,0.00822717012167744,0.003962349213930741,4.870530227493548e-05,0.04816960585109098,0.00903066274303195,0.5877841774031166,0.06218810245555627,0.010922897449426202,0.004847912797612559,6.468060351706304e-05,0.05666116171148066,0.011537225599073804,
141,3.4299999999999993e-05,1032340.0,0.13043917024338156,0.03908307827977224,0.0033896487912425588,0.0029197307888580975,1.9435439774627575e-05,0.03227146474532962,0.002540990429042792,0.464860875897472,0.05701328377139701,0.008848102041522048,0.0040378401534989766,5.140924869545485e-05,0.04833494929477954,0.009120255477118998,,,,,,,,
142,3.4299999999999993e-05,1039610.0,0.13000407394124627,0.038974586142019166,0.003362486081214224,0.002911501091841719,1.928312975802759e-05,0.032217009864019965,0.0025328317572006257,0.45880711326377566,0.05591027172745958,0.008389489809170498,0.003975665100077733,4.95119399098121e-05,0.04811500725506159,0.009008352469092106,,,,,,,,
143,3.4299999999999993e-05,1046880.0,0.12996486359504306,0.03902327000694953,0.00336980833005297,0.0029149185395669877,1.9316064775617507e-05,0.03222810040623382,0.002531901105299785,0.47043610206393105,0.059165704306057436,0.009131763742914635,0.004181296676955778,5.273273775724637e-05,0.04847994036057297,0.009226086766420328,,,,,,,,
144,3.4299999999999993e-05,1054150.0,0.1295561541073793,0.038909990210815364,0.0033472830387951,0.0029071453193127233,1.9226592209564463e-05,0.03220559491454802,0.0025241774213716844,0.4655029152839821,0.059742259520739346,0.008689279205337422,0.004192483708316906,5.017457089364995e-05,0.04839169671161602,0.009136272721572882,,,,,,,,
145,3.4299999999999993e-05,1061420.0,0.13071245537279805,0.0392029834469354,0.003407669600914057,0.0029284076659982982,1.9545749118785887e-05,0.0322435411017727,0.002546095715437685,0.4585439244692372,0.06066818389378507,0.00885970666905753,0.004249908299811976,5.11522088197535e-05,0.04794602834286851,0.008993684356003588,,,,,,,,
146,3.4299999999999993e-05,1068690.0,0.1305647805594962,0.03915260566420842,0.0034050743933283574,0.0029249013542861613,1.9541252358838885e-05,0.032214468210926814,0.002543194123323345,0.46028654999056473,0.05577095289915674,0.008278278133159456,0.003953335431694663,4.842315264281713e-05,0.048327063669370174,0.009040165437148102,,,,,,,,
147,3.4299999999999993e-05,1075960.0,0.12950172156017,0.03877705183059319,0.003331250281075417,0.0028966457488451324,1.9095871287532417e-05,0.0321525463909548,0.0025234094255818886,0.47803296158721137,0.06732769629758978,0.011246580090837142,0.0048294873849126785,6.72456680336343e-05,0.049654881396826854,0.009335727629927494,,,,,,,,
148,3.4299999999999993e-05,1083230.0,0.12932758309425696,0.038810687635043875,0.003332415130859116,0.002899703472146327,1.913507305079582e-05,0.032131605654274226,0.002519903359267942,0.4574138289461765,0.056386924309991315,0.008953733043182458,0.0040136292449694695,5.213114366232227e-05,0.047844877407796596,0.008969201918059881,,,,,,,,
149,3.4299999999999993e-05,1090500.0,0.12910341716026555,0.038849042163143326,0.003326942150822521,0.0029026324996533877,1.9098801964742453e-05,0.03209902090638749,0.0025155295001888624,0.4645205309384888,0.05590389575527253,0.008198046052877737,0.003963468994556293,4.79408434988601e-05,0.048241913596692845,0.009126449697712216,,,,,,,,
150,3.4299999999999993e-05,1097770.0,0.12904282009615142,0.0389779205140486,0.0033487580164072565,0.00291099990285155,1.9206621367677173e-05,0.032112072838021775,0.002513881241594883,0.46597461672274865,0.06129711500546286,0.008786026093047865,0.004282089902400447,5.054571343153821e-05,0.04838347591904843,0.009143771812594017,0.5910455108838731,0.06339028080447934,0.010837940452222906,0.00490086089139217,6.369967042219115e-05,0.05679129223566387,0.011604151408632994,
151,3.4299999999999993e-05,1105040.0,0.12863494828151928,0.038750192128969414,0.0033216587716987604,0.002894465446093556,1.9059066195458242e-05,0.032066920465471854,0.002506265790196414,0.4689234339978451,0.05569096585866531,0.008162964894707143,0.003965313870314674,4.794812822924312e-05,0.04851916651101774,0.009215209382062762,,,,,,,,
152,2.4009999999999995e-05,1112310.0,0.12471631682133164,0.03730946961007271,0.0031396487616740074,0.002787547807564768,1.8008449926730155e-05,0.03153071450636819,0.0024315333611931514,0.46263771602045495,0.0576354764409619,0.008440210485532198,0.004090394561810538,4.9313347207512274e-05,0.04799621239181568,0.009083950110698454,,,,,,,,
153,2.4009999999999995e-05,1119580.0,0.1237731897200631,0.0372074095590102,0.003117308021475922,0.002780205326896028,1.7879473369349726e-05,0.03149481162966934,0.00241311763397176,0.46358944675437,0.06139156322485689,0.00879259639542984,0.0043042358428495055,5.050571995885412e-05,0.048041484065031295,0.009095937007178798,,,,,,,,
154,2.4009999999999995e-05,1126850.0,0.12389239466932697,0.037126327740485104,0.0031083212915734245,0.00277444185171712,1.7828569488387314e-05,0.031475357747026686,0.002415681467555063,0.46148366978743,0.05571437424609762,0.008321924087375332,0.003933893400908949,4.867409416896066e-05,0.04798828961448339,0.00906323491400109,,,,,,,,
155,2.4009999999999995e-05,1134120.0,0.12413948360839608,0.03723199454523998,0.0031251939937920565,0.0027819903671220418,1.7927888840100527e-05,0.03147960185568166,0.0024202857922920764,0.4652220684668981,0.05653248745655675,0.008258234409667487,0.003999208749515598,4.829109146406457e-05,0.0479813573133718,0.009139276681144611,,,,,,,,
156,2.4009999999999995e-05,1141390.0,0.12410418570487179,0.037205423619289565,0.003113853713312315,0.0027795271363444942,1.784626696922622e-05,0.03144759022682864,0.002419806639831178,0.467991254884528,0.05484228771814818,0.008026955866689472,0.0038826168742214775,4.6987694224231855e-05,0.0480884532336968,0.009199285980356771,,,,,,,,
157,2.4009999999999995e-05,1148660.0,0.12341026038854154,0.037213168426493505,0.0031063979799058213,0.0027790839602683834,1.7781681250647025e-05,0.0314545119592526,0.002406077248172721,0.47365272726759033,0.054880099493495656,0.008208066849305425,0.0038931276986338414,4.8665585786466876e-05,0.048716879061078425,0.009308893208365702,,,,,,,,
158,2.4009999999999995e-05,1155930.0,0.12341207741811672,0.03710550906708003,0.003096705016695026,0.002772727615933691,1.776244501009562e-05,0.031419016342390284,0.0024063074480284315,0.4649897133890844,0.054248386175008566,0.008087188092472187,0.0038580957913599565,4.77928272054765e-05,0.0481253842150846,0.009138050505932242,,,,,,,,
159,2.4009999999999995e-05,1163200.0,0.1231471726763965,0.037149429914527826,0.003099333786023056,0.0027752665184410034,1.776590291213301e-05,0.031421109180177875,0.002400956777807466,0.46673509740332786,0.05403478441999957,0.008137959343999537,0.003831250395581839,4.7605329586486354e-05,0.048114027997922575,0.009171942761186564,,,,,,,,
160,2.4009999999999995e-05,1170470.0,0.12317387357804238,0.037092766072582724,0.003084764401720972,0.0027706853988135756,1.7663939485794834e-05,0.031394373720672164,0.0024017821835264457,0.46232386878811,0.05508533939596311,0.008566491296093222,0.003914672073267376,5.052991347709337e-05,0.04789061230470314,0.009075147549840335,0.5873515898942617,0.05961248812451059,0.010990170549325355,0.004621811476564243,6.424402826881163e-05,0.0563135896262473,0.011527228386898732,
161,2.4009999999999995e-05,1177740.0,0.12301923002350931,0.036998891712213974,0.003080414376616,0.0027643119468558075,1.765667950216859e-05,0.0313516908254723,0.002398776312937859,0.46467330618592,0.059913869606877536,0.00860128899384808,0.004206145910596369,4.994254516492809e-05,0.04811073134346198,0.00912144034384144,,,,,,,,
162,2.4009999999999995e-05,1185010.0,0.12308647542562161,0.0370846954379007,0.003088147813005938,0.002770452264461884,1.7694451810119608e-05,0.031364621995931735,0.002399966552252326,0.4657892901979425,0.05959677016277397,0.008607824522901182,0.004152092925735934,4.926949839851823e-05,0.047862822615892614,0.009143629313500832,,,,,,,,
163,2.4009999999999995e-05,1192280.0,0.12263155588194344,0.03690556898260584,0.003066522900526332,0.0027570071883631286,1.7577294344456176e-05,0.031369751186987385,0.0023913006596283396,0.46498399943262225,0.053866175678000325,0.008113703666642793,0.0038268372073178847,4.787422314645518e-05,0.04803273636355687,0.009137405915319589,,,,,,,,
164,2.4009999999999995e-05,1199550.0,0.12302010096553252,0.03715534992981146,0.0030905952077803977,0.0027755019632809516,1.7708546650267557e-05,0.03136123714882999,0.0023985901151550486,0.46741462206207546,0.05497226359691048,0.008423837082927354,0.0038970472241577465,4.918517060628031e-05,0.04810423732347345,0.009179815699582958,,,,,,,,
165,2.4009999999999995e-05,1206820.0,0.12232884695271795,0.03707936719733536,0.0030703036394504044,0.002769053777990994,1.759587301124756e-05,0.03132445836869667,0.002385170866265349,0.4671921241949703,0.05838830650542341,0.008529796805173325,0.004116950662603979,4.966334443748265e-05,0.048333416620302466,0.009173246547795942,,,,,,,,
166,2.4009999999999995e-05,1214090.0,0.12209562952140633,0.03685351991996788,0.003055482004806179,0.0027532697023318446,1.750967374294425e-05,0.031295991955609566,0.0023808029503320084,0.47262433847671775,0.054593651351475876,0.008029089175216926,0.0038503059621799265,4.699785200876188e-05,0.048496752120708135,0.009291904986030013,,,,,,,,
167,2.4009999999999995e-05,1221360.0,0.12213206791833955,0.03690233397604261,0.003054325441187829,0.002755946297977379,1.7485160075138582e-05,0.03127433555346894,0.0023815548495430354,0.4658535787582044,0.05398444028965894,0.007935191816985807,0.003835434267122723,4.685686886733654e-05,0.048129140012371355,0.009158367738824379,,,,,,,,
168,1.6806999999999997e-05,1228630.0,0.11937108937279381,0.035738994690333224,0.0029281009118845578,0.002669909677753456,1.676285142500938e-05,0.030891167299792174,0.0023288597692181796,0.46985993326543324,0.055638577246287034,0.008149453457347553,0.003929594781395476,4.8019075320231174e-05,0.048168771919171675,0.009234209596161717,,,,,,,,
169,1.6806999999999997e-05,1235900.0,0.11920863289925243,0.03583619276221079,0.0029280936907283327,0.002677676191884902,1.678632471563277e-05,0.030897492390354442,0.0023256107841704812,0.4653734944857988,0.05557628383326371,0.008408205385107713,0.0039399853702111135,4.945832553583723e-05,0.04772218237708003,0.009139305782013819,,,,,,,,
